"id","barcode","category","category_code","cpg","x_ref","name","top_brand","brand_code"
"59dfaad1e4b0a56a2fa69abc","511111100621","Baking",NA,"559c2234e4b06aca36af13c6","Cogs","GODIVA Instant Pudding Mix",FALSE,"GODIVA DRY PACKAGED DESSERTS"
"5daf33e71dda2c3e1416ae93","511111305910","Snacks",NA,"5332f5f3e4b03c9a25efd0ae","Cogs","LÄRABAR",NA,"LARABAR"
"5f35a0babe37ce6853cff1ff","511111115366","Baking","BAKING","5f35a0babe37ce6853cff1fd","Cogs","test brand @1597350074333",NA,"TEST BRANDCODE @1597350074333"
"5fd29590be37ce38bbbefb28","511111718079","Baking","BAKING","5fd29590be37ce38bbbefb25","Cogs","test brand @1607636368717",FALSE,"TEST BRANDCODE @1607636368717"
"5fd3acb6be37ce0d9386bb40","511111818182","Baking","BAKING","5fd3acb5be37ce0d9386bb3e","Cogs","test brand @1607707830095",FALSE,"TEST BRANDCODE @1607707830095"
"5bd200a6965c7d66d92731ea","511111504627","Household",NA,"550b2565e4b001d5e9e4146f","Cogs","Cottonelle",FALSE,"COTTONELLE"
"585a9675e4b03e62d1ce0e7f","511111301691","Beverages",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","Izze",FALSE,"IZZE"
"5887a17ee4b02187f85cdad3","511111101178","Beverages",NA,"559c2234e4b06aca36af13c6","Cogs","Mio",FALSE,"MIO"
"5332f765e4b03c9a25efd11f","511111503699",NA,NA,"5332f5ebe4b03c9a25efd0a8","Cpgs","Glaceau vitaminwater",NA,NA
"5d66d94d6d5f3b6188d4f04b","511111505365","Magazines",NA,"5d5d4fd16d5f3b23d1bc7905","Cogs","Magnolia Journal Magazine",NA,"511111505365"
"5d66d2fd6d5f3b6188d4f045","511111405252","Magazines",NA,"5d5d4fd16d5f3b23d1bc7905","Cogs","American Patchwork & Quilting Magazine",NA,"QUILTING SPECIAL EDITION"
"5332f5f3e4b03c9a25efd0ad","511111104025",NA,NA,"5332f5f3e4b03c9a25efd0ae","Cpgs","Gree Giant",NA,NA
"5fa1c567be37ce402c4618f1","511111317203","Baking","BAKING","5fa1c567be37ce402c4618ef","Cogs","test brand @1604437351617",FALSE,"TEST BRANDCODE @1604437351617"
"5a5d1e76e4b0db471c2d0425","511111900337","Beer Wine Spirits",NA,"5332f709e4b03c9a25efd0f1","Cogs","Herman Joseph's",NA,"HERMAN"
"55b630d9e4b0d8e685c1421f","511111302629",NA,NA,"55b62995e4b0d8e685c14213","Cogs","Sundrop",NA,NA
"5d602d9d6d5f3b23d1bc7907","511111704935","Beverages",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","Kevita Sparkling Drinks",NA,"KEVITA"
"57ebbf75e4b0ac389136a32f","511111902188","Frozen",NA,"559c2234e4b06aca36af13c6","Cogs","Delimex",FALSE,"DELIMEX"
"5d2f68d96d5f3b107e208da4","511111004844","Personal Care",NA,"5332f5f6e4b03c9a25efd0b4","Cogs","THE RIGHT TO SHOWER",NA,"THE RIGHT TO SHOWER"
"592486bde410d61fcea3d124","511111100904","Personal Care",NA,"5332f5f6e4b03c9a25efd0b4","Cogs","CARESS",FALSE,"CARESS"
"5f16f536be37ce2b30061e27","511111115083","Baking","BAKING","5f16f535be37ce2b30061e24","Cogs","test brand @1595340086044",NA,"TEST BRANDCODE @1595340086044"
"5332f6ede4b03c9a25efd0e5","511111603870",NA,NA,"5332f6ede4b03c9a25efd0e6","Cpgs","Blue Bunny",NA,NA
"5332fa05e4b03c9a25efd1d6","511111103141",NA,NA,"5332f5f2e4b03c9a25efd0aa","Cpgs","Krave",NA,NA
"5f3d6f44be37ce4ddbb1bb3e","511111315513","Baking","BAKING","5f3d6f44be37ce4ddbb1bb3a","Cogs","test brand @1597861700968",NA,"TEST BRANDCODE @1597861700968"
"5c76d3cd95144c5375687b4f","511111106876","Grocery",NA,"5c76d20595144c5375687b4e","Cogs","DASH-2249 Brand1",TRUE,"TEST BRAND CODE"
"5f3ff223be37ce1c81aa1e11","511111115649","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1598026275245",NA,"TEST BRANDCODE @1598026275245"
"5a8c36dbe4b0ccf165fac9e9","511111204206","Canned Goods & Soups",NA,"5a734034e4b0d58f376be874","Cogs","Swanson",FALSE,"SWANSON"
"55b630e1e4b0d8e685c14220","511111102618",NA,NA,"55b62995e4b0d8e685c14213","Cogs","A&W Rootbeer",NA,NA
"5f3ff222be37ce1c81aa1e0f","511111415626","Baking","BAKING","5f3ff222be37ce1c81aa1e0c","Cogs","test brand @1598026274668",NA,"TEST BRANDCODE @1598026274668"
"5c76db7295144c5375687b50","511111306887","Frozen",NA,"5c76d20595144c5375687b4e","Cogs","DASH-2249 Brand2",FALSE,"DASH-2249 1"
"5da609991dda2c3e1416ae90","511111805854","Health & Wellness",NA,"53e10d6368abd3c7065097cc","Cogs","ONE A DAY WOMENS",FALSE,"511111805854"
"5afda575e4b0c11cfecd49f9","511111104537","Snacks",NA,"5a734034e4b0d58f376be874","Cogs","Kettle Brand",FALSE,"KETTLE BRAND"
"5ab154dde4b0915382df761f","511111404392","Canned Goods & Soups",NA,"5a734034e4b0d58f376be874","Cogs","Campbell's Soup at Hand",FALSE,"CAMPBELLS SOUP AT HAND "
"5f3e9195be37ce5a0e01b960","511111615583","Baking","BAKING","5f3e9195be37ce5a0e01b95f","Cogs","test brand @1597936021514",NA,NA
"5fb82faebe37ce522e165ce9","511111117841","Grocery","GROCERY","5fb6b608be37ce522e165cb9","Cogs","Rainbo",FALSE,"RAINBO"
"57e58157e4b0ac389136a30a","511111602279","Beer Wine Spirits",NA,"5332f709e4b03c9a25efd0f1","Cogs","Crispin Cider Company",FALSE,"CRISPIN"
"5fd3acb6be37ce0d9386bb41","511111318194","Baking","BAKING","5fd3acb5be37ce0d9386bb3e","Cogs","test brand @1607707830137",FALSE,"TEST BRANDCODE @1607707830137"
"5e90a545ee7f2d70340f40d7","511111114413","Health & Wellness","HEALTHY_AND_WELLNESS","5d9b4f591dda2c6225a284aa","Cogs","Claritin",FALSE,"CLARITIN"
"5daf5e94a60b87376833e362","511111706045","Breakfast & Cereal",NA,"5332f5f3e4b03c9a25efd0ae","Cogs","Cookie Crisp",NA,"COOKIE CRISP"
"5fb2852cbe37ce522e165caf","511111717317","Baking","BAKING","5fb2852cbe37ce522e165cae","Cogs","test brand @1605535020441",FALSE,"TEST BRANDCODE @1605535020442"
"5332f743e4b03c9a25efd109","511111903789","Snacks",NA,"5332f5f2e4b03c9a25efd0aa","Cpgs","Keebler",NA,NA
"5fa98944be37ce239d107100","511111417262","Baking","BAKING","5fa98944be37ce239d1070ff","Cogs","test brand @1604946244750",FALSE,"TEST BRANDCODE @1604946244750"
"5afda65de4b0c11cfecd49fb","511111004561","Snacks",NA,"5a734034e4b0d58f376be874","Cogs","SNYDERS OF HANOVER",FALSE,"SNYDERS OF HANOVER"
"5332fa7ee4b03c9a25efd230","511111702894",NA,NA,"5332f5ebe4b03c9a25efd0a8","Cpgs","Powerade",NA,NA
"57ebbfafe4b0ac389136a332","511111002154","Condiments & Sauces",NA,"559c2234e4b06aca36af13c6","Cogs","Good Seasons",FALSE,"GOOD SEASONS"
"5f493682be37ce52f8314fce","511111115922","Baking","BAKING","5f493682be37ce52f8314fcb","Cogs","test brand @1598633602279",NA,"TEST BRANDCODE @1598633602279"
"57ace91ae4b057c992a316ac","511111602552",NA,NA,"57ace90fe4b057c992a316ab","Cpgs","Pizza Pizza Pizza",NA,NA
"5a5d2431e4b06ba572cf24a1","511111200246","Beer Wine Spirits",NA,"5332f709e4b03c9a25efd0f1","Cogs","Revolver",NA,"REVOLVER"
"57e5810ce4b0ac389136a307","511111802280","Beer Wine Spirits",NA,"5332f709e4b03c9a25efd0f1","Cogs","Keystone Light",FALSE,"KEYSTONE LIGHT"
"5332f5f2e4b03c9a25efd0ab","511111604037",NA,NA,"5332f5f3e4b03c9a25efd0ac","Cpgs","Our Family",NA,NA
"5db9f9cca60b87376833e36b","511111806226","Snacks",NA,"5332f5f3e4b03c9a25efd0ae","Cogs","Fruit Roll-Ups",NA,"BETTY CROCKER FRUIT ROLL UPS"
"5fd2a0c0be37ce49eb72c0f4","511111118169","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1607639232356",FALSE,"TEST BRANDCODE @1607639232356"
"5aa1b41de4b086c8aad5e096","511111304265","Condiments & Sauces",NA,"559c2234e4b06aca36af13c6","Cogs","MOMOFUKU Sauce",FALSE,"MOMOFUKU"
"592486bee410d61fcea3d136","511111500735","Frozen",NA,"5332f5f6e4b03c9a25efd0b4","Cogs","POPSICLE",FALSE,"POPSICLE"
"5332f603e4b03c9a25efd0be","511111103936","Beverages",NA,"5332f5fbe4b03c9a25efd0ba","Cpgs","Mug Root Beer",FALSE,"MUG Root Beer"
"5afda699e4b0c11cfecd49fd","511111704584","Snacks",NA,"5a734034e4b0d58f376be874","Cogs","Tom's",FALSE,"TOMS"
"5fc54c0bbe37ce1911dbb3b5","511111017899","Baking","BAKING","5fc54c0abe37ce1911dbb3b1","Cogs","test brand @1606765579244",FALSE,"TEST BRANDCODE @1606765579244"
"5f358338be37ce443bf9d55b","511111715320","Baking","BAKING","5f358338be37ce443bf9d557","Cogs","test brand @1597342520305",NA,"TEST BRANDCODE @1597342520305"
"592486bfe410d61fcea3d137","511111000723","Dairy",NA,"53e10d6368abd3c7065097cc","Cogs","PROMISE",NA,"PROMISE"
"5a4d2295e4b0d5c3fd86b679","511111200529","Snacks",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","OFF THE EATEN PATH",NA,"OFF THE EATEN PATH"
"5f628216be37ce78e6e2efaf","511111116684","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1600291350125",NA,"TEST BRANDCODE @1600291350125"
"5332f9fce4b03c9a25efd1cd","511111003199",NA,NA,"5332f5f2e4b03c9a25efd0aa","Cpgs","Honey Smacks",NA,NA
"5f9770bfbe37ce03d08a2d85","511111117070","Baking","BAKING","5f9770bfbe37ce03d08a2d83","Cogs","test brand @1603760319758",NA,"TEST BRANDCODE @1603760319758"
"57ebc293e4b0ac389136a345","511111301974","Frozen",NA,"559c2234e4b06aca36af13c6","Cogs","Nancy's",FALSE,"NANCY'S"
"5f513e9ebe37ce21f1287c00","511111816492","Baking","BAKING","5f513e9ebe37ce21f1287bff","Cogs","test brand @1599159966676",NA,NA
"5332f7b8e4b03c9a25efd145","511111903413",NA,NA,"5332f7a7e4b03c9a25efd134","Cogs","Stella Artois",NA,NA
"5ab153fee4b0915382df761e","511111704379","Canned Goods & Soups",NA,"5a734034e4b0d58f376be874","Cogs","Campbell's Chunky Maxx",FALSE,"CAMPBELLS CHUNKY MAXX"
"5aa1b5b9e4b05a92fc9b1631","511111004288","Condiments & Sauces",NA,"559c2234e4b06aca36af13c6","Cogs","FOOD NETWORK KITCHEN INSPIRATIONS",FALSE,"FOOD NETWORK KITCHEN INSPIRATIONS"
"5f3e9172be37ce5a0e01b954","511111215547","Baking","BAKING","5f3e9172be37ce5a0e01b952","Cogs","test brand @1597935986390",NA,"TEST BRANDCODE @1597935986390"
"5f4936ddbe37ce52f8314fdc","511111015970","Baking","BAKING","5f4936ddbe37ce52f8314fda","Cogs","test brand @1598633693744",NA,"TEST BRANDCODE @1598633693744"
"57c0829ce4b0718ff5fcb03a","511111002437",NA,NA,"5332f7a7e4b03c9a25efd134","Cpgs","Victoria",NA,NA
"5a4d244ae4b0bcb2c74ea77f","511111500506","Snacks",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","SABRITAS",NA,"SABRITAS"
"57ebbfa1e4b0ac389136a330","511111702177","Beverages",NA,"559c2234e4b06aca36af13c6","Cogs","Gevalia",FALSE,"GEVALIA KAFFE"
"5f43faabbe37ce3ef3fd3715","511111115717","Baking","BAKING","5f43faabbe37ce3ef3fd3714","Cogs","test brand @1598290603501",NA,"TEST BRANDCODE @1598290603501"
"59d550f4e4b090070b009534","511111600633","Dairy",NA,"559c2234e4b06aca36af13c6","Cogs","O, That's Good!",FALSE,"O THAT'S GOOD"
"585a9645e4b03e62d1ce0e79","511111801757","Snacks",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","Chester's",TRUE,"CHESTER'S"
"585a968ee4b03e62d1ce0e82","511111101666","Snacks",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","Miss Vickies",NA,"MISS VICKIE'S"
"5d2f6b82a3a01810a2174aed","511111704867","Condiments & Sauces",NA,"5332f5f6e4b03c9a25efd0b4","Cogs","SIR KENSINGTON'S",NA,"SIR KENSINGTON'S"
"5fa98944be37ce239d1070fe","511111217251","Baking","BAKING","5fa98944be37ce239d1070fd","Cogs","test brand @1604946244133",FALSE,NA
"5332f9f2e4b03c9a25efd1c8","511111803232",NA,NA,"5332f5f2e4b03c9a25efd0aa","Cpgs","Crispix",NA,NA
"55a41b55e4b0d0a65b3692ef","511111502708",NA,NA,"55a41b4be4b0d0a65b3692ee","Cpgs","NessAlla",NA,NA
"5887a372e4b02187f85cdad9","511111001119","Snacks",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","Doritos",TRUE,"DORITOS"
"57ed0697e4b072ac2294b8f2","511111101895","Condiments & Sauces",NA,"559c2234e4b06aca36af13c6","Cogs","A.1.",TRUE,"A.1."
"55b630c2e4b0d8e685c1421d","511111002642",NA,NA,"55b62995e4b0d8e685c14213","Cpgs","RC Cola",NA,NA
"5332f605e4b03c9a25efd0c0","511111403913",NA,NA,"5332f5fbe4b03c9a25efd0ba","Cogs","Amp",NA,NA
"5f43faabbe37ce3ef3fd3716","511111315728","Baking","BAKING","5f43faabbe37ce3ef3fd3714","Cogs","test brand @1598290603587",NA,"TEST BRANDCODE @1598290603587"
"5d66de49a3a018093ab3472a","511111505433","Beverages",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","Looza Fruit Juices",NA,"LOOZA JUICES"
"5da605dc1dda2c3e1416ae83","511111005582","Health & Wellness",NA,"5d9b4f591dda2c6225a284aa","Cogs","Aleve",NA,"ALEVE"
"5e3876bfee7f2d697e835bd3","511111613961","Beauty",NA,"5e28b81cee7f2d697e835bcd","Cogs","Soft-Sheen Carson - Hair Color",NA,"SOFT-SHEEN CARSON - HAIR COLOR"
"5fa98945be37ce239d107104","511111217305","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1604946245498",FALSE,"TEST BRANDCODE @1604946245499"
"57ebc11fe4b0ac389136a33a","511111802075","Baking",NA,"559c2234e4b06aca36af13c6","Cogs","Kraft Caramels",FALSE,""
"5f494c5f04db711dd8fe87e5","511111716150","Baking","BAKING","5f494c5d04db711dd8fe87e2","Cogs","test brand @1598639199117",NA,"TEST BRANDCODE @1598639199117"
"5bd201a990fa074576779a19","511111104698","Baby",NA,"550b2565e4b001d5e9e4146f","Cogs","Pull-Ups",FALSE,"PULL UPS"
"5fb2852cbe37ce522e165cb1","511111417330","Baking","BAKING","5fb2852cbe37ce522e165cae","Cogs","test brand @1605535020629",FALSE,"TEST BRANDCODE @1605535020629"
"5332f60ce4b03c9a25efd0c3","511111303893","Beverages",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","Brisk Iced Tea",FALSE,"BRISK"
"5a7e0604e4b0aedb3b84afd3","511111504139","Beverages",NA,"55b62995e4b0d8e685c14213","Cogs","Chris Brand XYZ",NA,"CHRISXYZ"
"5332f9f2e4b03c9a25efd1c7","511111003243",NA,NA,"5332f5f2e4b03c9a25efd0aa","Cpgs","All-Bran",NA,NA
"57ebbd44e4b0ac389136a32d","511111002208","Condiments & Sauces",NA,"559c2234e4b06aca36af13c6","Cogs","Bull's Eye",FALSE,"BULL'S-EYE"
"592486bee410d61fcea3d12f","511111600794","Frozen",NA,"5332f5f6e4b03c9a25efd0b4","Cogs","KLONDIKE",FALSE,"KLONDIKE"
"592486bee410d61fcea3d12a","511111600848","Frozen",NA,"53e10d6368abd3c7065097cc","Cogs","FRUTTARE",NA,"FRUTTARE"
"5da60576a60b87376833e349","511111305569","Health & Wellness",NA,"53e10d6368abd3c7065097cc","Cogs","AFRIN NO DRIP PUMP MISTS",NA,"511111305569"
"5332f5f5e4b03c9a25efd0b0","511111404002",NA,NA,"5332f5f3e4b03c9a25efd0ae","Cpgs","Betty Crocker",NA,NA
"580dff9fe4b0f32b2de21382","511111701859","Baking",NA,"559c2234e4b06aca36af13c6","Cogs","Knox Gelatin",FALSE,"KNOX"
"5da608131dda2c3e1416ae8a","511111505716","Health & Wellness",NA,"53e10d6368abd3c7065097cc","Cogs","Claritin ADULTS",NA,"511111505716"
"588b9f8fe4b02187f85cdada","511111501107","Snacks",NA,"559c2234e4b06aca36af13c6","Cogs","Planters",FALSE,"PLANTERS"
"592486bde410d61fcea3d127","511111800873","Personal Care","PERSONAL_CARE","5332f5f6e4b03c9a25efd0b4","Cogs","DEGREE",FALSE,"DEGREE"
"5a4d23dae4b0bcb2c74ea77e","511111000518","Beverages",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","Caleb's Kola",FALSE,"CALEB'S KOLA"
"5d66dc946d5f3b6188d4f04e","511111305408","Beverages",NA,"5332f5fbe4b03c9a25efd0ba","Cogs","Lemon Lemon Sparkling Drinks",NA,"LEMON LEMON"
"592486bfe410d61fcea3d140","511111300656","Personal Care","PERSONAL_CARE","5332f5f6e4b03c9a25efd0b4","Cogs","VASELINE",FALSE,"VASELINE"
"5d658ff3a3a018514994f432","511111005216","Magazines",NA,"53e10d6368abd3c7065097cc","Cogs","Cooking Light Magazine",NA,"511111005216"
"5fcda494be37ce688e08b0cc","511111817932","Baking","BAKING","5fcda494be37ce688e08b0cb","Cogs","test brand @1607312532178",FALSE,"TEST BRANDCODE @1607312532178"
"5ef4f667be37ce2efae842ea","511111715047","Cleaning & Home Improvement","CLEANING_AND_HOME_IMPROVEMENT","5eebc5412455c97a877ef382","Cogs","Pinesol",NA,"PINESOL"
"55b6308ee4b0d8e685c1421a","511111202677",NA,NA,"55b62995e4b0d8e685c14213","Cogs","Snapple",NA,NA
"5332f760e4b03c9a25efd11b","511111603719",NA,NA,"5332f5ebe4b03c9a25efd0a8","Cpgs","Honest Ade",NA,NA
"5f16f536be37ce2b30061e29","511111215103","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1595340086791",NA,"TEST BRANDCODE @1595340086791"
"5d642dbfa3a018514994f42e","511111005148","Magazines",NA,"5d5d4fd16d5f3b23d1bc7905","Cogs","Shape",NA,"511111005148"
"5e3875d2ee7f2d697e835bce","511111013914","Beauty",NA,"5e28b81cee7f2d697e835bcd","Cogs","Essie",NA,"ESSIE"
"5332f9f3e4b03c9a25efd1c9","511111303220",NA,NA,"5332f5f2e4b03c9a25efd0aa","Cpgs","Pop-tarts",NA,NA
"5c45f91b87ff3552f950f027","511111204923","Grocery",NA,"5c45f8b087ff3552f950f026","Cogs","Brand1",TRUE,"0987654321"
"58861c7d4e8d0d20bc42c4d6","511111601449","Snacks",NA,"559c2234e4b06aca36af13c6","Cogs","Jell-O Refrigerated Pudding & Gelatin",FALSE,""
"55b630fde4b0d8e685c14223","511111502586",NA,NA,"55b62995e4b0d8e685c14213","Cogs","Diet Dr. Pepper",NA,NA
"5ab158e8e4b0915382df7622","511111404446","Canned Goods & Soups",NA,"5a734034e4b0d58f376be874","Cogs","Campbell's Well Yes!",FALSE,"CAMPBELLS WELL YES"
"5fcda494be37ce688e08b0cf","511111717966","Baking","BAKING","5fcda494be37ce688e08b0cb","Cogs","test brand @1607312532304",FALSE,"TEST BRANDCODE @1607312532304"
"5f3ff222be37ce1c81aa1e0e","511111215615","Baking","BAKING","5f3ff222be37ce1c81aa1e0c","Cogs","test brand @1598026274643",NA,"TEST BRANDCODE @1598026274643"
"5f772952be37ce6b592e90d2","511111816775","Baking","BAKING","5f772951be37ce6b592e90d1","Cogs","test brand @1601644881995",NA,"TEST BRANDCODE @1601644881995"
"5fa1c568be37ce402c4618f6","511111717249","Baking","BAKING","5fa1c568be37ce402c4618f5","Cogs","test brand @1604437352935",FALSE,NA
"5fb82236be37ce522e165cdf","511111217749",NA,NA,"5fb6b608be37ce522e165cb9","Cogs","Beef Steak",FALSE,"BEEF STEAK"
"5a02188be4b00d6a5ccb394d","511111300588","Beauty",NA,"5332f5f6e4b03c9a25efd0b4","Cogs","POND'S",FALSE,"POND'S"
"5e387617ee7f2d697e835bd0","511111713937","Beauty",NA,"5e28b81cee7f2d697e835bcd","Cogs","LOreal Paris - Cosmetics",NA,"LOREAL PARIS - COSMETICS"
"57ebc2ace4b0ac389136a346","511111801962","Deli",NA,"559c2234e4b06aca36af13c6","Cogs","P3",FALSE,""
"5da6094ca60b87376833e357","511111605829","Health & Wellness",NA,"53e10d6368abd3c7065097cc","Cogs","ONE A DAY MENS",NA,"511111605829"
"5f16f536be37ce2b30061e28","511111615095","Baking","BAKING","5f16f535be37ce2b30061e24","Cogs","test brand @1595340086078",NA,"TEST BRANDCODE @1595340086078"
"5f872b84be37ce66db5dd97a","511111917045","Candy & Sweets","CANDY_AND_SWEETS","5332fa12e4b03c9a25efd1e7","Cogs","test brand @1602694020787",NA,"TEST BRANDCODE @1602694020787"
"585a9726e4b03e62d1ce0e95","511111501497","Beverages",NA,"53e10d6368abd3c7065097cc","Cogs","Tazo",NA,NA
"5f7ba645be37ce23081c528d","511111516910","Baking","BAKING","5f7ba644be37ce23081c5289","Cogs","test brand @1601939013649",NA,"TEST BRANDCODE @1601939013649"
"5332f7d3e4b03c9a25efd14e","511111803393","Snacks",NA,"5332f5f2e4b03c9a25efd0aa","Cpgs","Cheez-It",NA,NA
"5f504acabe37ce0b793c9418","511111316480","Baking","BAKING","5f504acabe37ce0b793c9417","Cogs","test brand @1599097546963",NA,NA
"5afda3a8e4b03bf01c2a2967","511111604525","Snacks",NA,"5a734034e4b0d58f376be874","Cogs","Snack Factory",FALSE,"SNACK FACTORY"
